Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Frequency","Frequency Stability","Frequency Tolerance","Load Capacitance","ESR (Equivalent Series Resistance)","Operating Mode","Operating Temperature","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package","URL"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/317/GC%2CGF_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1236/SaRonix-eCeraGC.jpg","GC1200067DI-ND","GC1200067","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 30PF SMD","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GC","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","30pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.453"" L x 0.189"" W (11.50mm x 4.80mm)","0.165"" (4.20mm)","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GC1200067/10295571"
"https://aker-usa.com/files/content/products/crystals/C3E-General-Specification.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2699/MFG_C3E-12.000-12-1015-R.jpg","3997-C3E-12.000-18-1015-X-RTR-ND","C3E-12.000-18-1015-X-R","Aker Technology Corp","Aker Technology Corp","CRYSTAL 12.0000MHZ 18PF SMD","0","0.23366","0","1000","Tape & Reel (TR)","C3E","Active","MHz Crystal","12 MHz","±15ppm","±10ppm","18pF","80 Ohms","Fundamental","-30°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.030"" (0.75mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/aker-technology-corp/C3E-12-000-18-1015-X-R/12734698"
"https://www.diodes.com/fcpfile/fcpdatasheet?file=/GC/GC1200039.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1236/SaRonix-eCeraGC.jpg","GC1200039-ND","GC1200039","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 20PF","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GC","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","20pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GC1200039/9768494"
"https://www.diodes.com/fcpfile/fcpdatasheet?file=/GC/GC1200042.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1236/SaRonix-eCeraGC.jpg","GC1200042-ND","GC1200042","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 20PF","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GC","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","20pF","60 Ohms","Fundamental","-20°C ~ 70°C","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GC1200042/9768495"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/317/GC%2CGF_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1236/SaRonix-eCeraGC.jpg","GC1200043-ND","GC1200043","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 12PF","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GC","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","12pF","35 Ohms","Fundamental","-20°C ~ 70°C","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GC1200043/9768496"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/317/GC%2CGF_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1236/SaRonix-eCeraGC.jpg","GC1200047-ND","GC1200047","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GC","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","60 Ohms","Fundamental","-20°C ~ 70°C","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GC1200047/9768497"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/317/GC%2CGF_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1236/SaRonix-eCeraGC.jpg","GC1200049-ND","GC1200049","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GC","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","18pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GC1200049/9768498"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/317/GC%2CGF_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1236/SaRonix-eCeraGC.jpg","GC1200054-ND","GC1200054","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 15PF","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GC","Active","MHz Crystal","12 MHz","±50ppm","±50ppm","15pF","60 Ohms","Fundamental","-20°C ~ 85°C","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GC1200054/9768499"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/317/GC%2CGF_Series.pdf","-","GF1200016-ND","GF1200016","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 20PF","0","0.23366","0","1000","Tape & Reel (TR)","SaRonix-eCera™ GF","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","20pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/diodes-incorporated/GF1200016/9768646"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F23CDT-ND","LP120F23CDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.2392","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±30ppm","±20ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F23CDT/5230202"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F23CET-ND","LP120F23CET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.2392","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±30ppm","±20ppm","20pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F23CET/5230203"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F33CDT-ND","LP120F33CDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.2392","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F33CDT/5230206"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F33CET-ND","LP120F33CET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.2392","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","20pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F33CET/5230207"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F35CDT-ND","LP120F35CDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.2392","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F35CDT/5230210"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F35IDT-ND","LP120F35IDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.2392","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","18pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F35IDT/5230212"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F35IET-ND","LP120F35IET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.2392","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F35IET/5230213"
"https://abracon.com/datasheets/ILSI/HC49USM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/428/MFG_HC49USM-FF3F18-10.000MHZ.jpg","2780-HC49USM-FF3F18-12.000MHZTR-ND,2780-HC49USM-FF3F18-12.000MHZCT-ND,2780-HC49USM-FF3F18-12.000MHZDKR-ND","HC49USM-FF3F18-12.000 MHZ","ILSI","ILSI","CRYSTAL 12.0000MHZ 18PF SMD","878","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","HC49USM","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","60 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.186"" W (11.40mm x 4.73mm)","0.177"" (4.50mm)","-","https://www.digikey.be/en/products/detail/ilsi/HC49USM-FF3F18-12-000-MHZ/12608876"
"https://www.aker-usa.com/spec/CAA.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_CAA.jpg","3997-CAA-12.000-20-3050-X-RTR-ND,3997-CAA-12.000-20-3050-X-RCT-ND,3997-CAA-12.000-20-3050-X-RDKR-ND","CAA-12.000-20-3050-X-R","Aker Technology Corp","Aker Technology Corp","CRYSTAL 12MHZ 20PF SMD","945","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CAA","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.449"" L x 0.185"" W (11.40mm x 4.70mm)","0.169"" (4.30mm)","-","https://www.digikey.be/en/products/detail/aker-technology-corp/CAA-12-000-20-3050-X-R/22129759"
"https://www.raltron.com/webproducts/specs/CRYSTAL/CKP/R2520-12.000-10-3030-TR.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/210/MFG_R2520.jpg","2151-R2520-12.000-10-3030-TR-ND,2151-R2520-12.000-10-3030-TRCT-ND,2151-R2520-12.000-10-3030-TRDKR-ND","R2520-12.000-10-3030-TR","Raltron Electronics","Raltron Electronics","CRYSTAL 12.0000MHZ 10PF SMD","0","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","R2520","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","10pF","180 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.026"" (0.65mm)","4-SMD (2.5x2)","https://www.digikey.be/en/products/detail/raltron-electronics/R2520-12-000-10-3030-TR/10272531"
"https://www.raltron.com/webproducts/specs/CRYSTAL/R2520-12.000-12-3030-EXT-TR.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/210/MFG_R2520.jpg","2151-R2520-12.000-12-3030-EXT-TR-ND,2151-R2520-12.000-12-3030-EXT-TRCT-ND,2151-R2520-12.000-12-3030-EXT-TRDKR-ND","R2520-12.000-12-3030-EXT-TR","Raltron Electronics","Raltron Electronics","CRYSTAL 12.0000MHZ 12PF SMD","0","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","R2520","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","12pF","180 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.026"" (0.65mm)","4-SMD (2.5x2)","https://www.digikey.be/en/products/detail/raltron-electronics/R2520-12-000-12-3030-EXT-TR/13150924"
"https://abracon.com/Resonators/abm8.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6846/MFG_535%7E4SMD-.80-3.2X2.5%7E%7E4.jpg","535-ABM8-12.000MHZ-R80-B4Y-TTR-ND","ABM8-12.000MHZ-R80-B4Y-T","Abracon LLC","Abracon LLC","CRYSTAL 12.0000MHZ 12.5PF SMD","0","0.24057","0","1000","Tape & Reel (TR)","ABM8","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","80 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/abracon-llc/ABM8-12-000MHZ-R80-B4Y-T/24637205"
"https://aker-usa.com/files/content/products/crystals/C3E-General-Specification.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2699/MFG_C3E-12.000-12-1015-R.jpg","3997-C3E-12.000-12-1015-X-RTR-ND","C3E-12.000-12-1015-X-R","Aker Technology Corp","Aker Technology Corp","CRYSTAL 12.0000MHZ 12PF SMD","1.000","0.24301","0","1000","Tape & Reel (TR)","C3E","Active","MHz Crystal","12 MHz","±15ppm","±10ppm","12pF","80 Ohms","Fundamental","-30°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.030"" (0.75mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/aker-technology-corp/C3E-12-000-12-1015-X-R/12734399"
"http://www.txccrystal.com/images/pdf/7v.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/367/7V-Series.jpg","7V-12.000MAHQ-T-ND","7V-12.000MAHQ-T","TXC CORPORATION","TXC CORPORATION","CRYSTAL 12.0000MHZ 10PF SMD","0","0.24464","0","3000","Tape & Reel (TR)","7V","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","10pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/txc-corporation/7V-12-000MAHQ-T/6131029"
"http://www.txccrystal.com/images/pdf/7v.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/367/7V-Series.jpg","7V-12.000MAHV-T-ND","7V-12.000MAHV-T","TXC CORPORATION","TXC CORPORATION","CRYSTAL 12.0000MHZ 8PF SMD","0","0.24464","0","3000","Tape & Reel (TR)","7V","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","8pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/txc-corporation/7V-12-000MAHV-T/6131030"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-403-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/373/4033.2-SERIES.jpg","403C11J12M00000-ND","403C11J12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 9PF SMD","0","0.24679","0","3000","Tape & Reel (TR)","403","Active","MHz Crystal","12 MHz","±10ppm","±10ppm","9pF","150 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.030"" (0.75mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/cts-frequency-controls/403C11J12M00000/2636696"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-403-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/373/4033.2-SERIES.jpg","403I35E12M00000-ND","403I35E12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.24679","0","3000","Tape & Reel (TR)","403","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","20pF","150 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.030"" (0.75mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/cts-frequency-controls/403I35E12M00000/2636748"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-403-datasheet.pdf","-","403C35A12M00000-ND","403C35A12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 10PF SMD","0","0.24679","0","3000","Tape & Reel (TR)","403","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","10pF","150 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.030"" (0.75mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/cts-frequency-controls/403C35A12M00000/5228029"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-403-datasheet.pdf","-","403I33D12M00000-ND","403I33D12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24679","0","3000","Tape & Reel (TR)","403","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","150 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.030"" (0.75mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/cts-frequency-controls/403I33D12M00000/5228044"
"http://www.txccrystal.com/images/pdf/9c.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/366/9C-SERIES.jpg","887-1268-2-ND","9C-12.000MEEJ-T","TXC CORPORATION","TXC CORPORATION","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24722","0","1000","Tape & Reel (TR)","9C","Obsolete","MHz Crystal","12 MHz","±10ppm","±10ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.161"" (4.10mm)","HC-49S","https://www.digikey.be/en/products/detail/txc-corporation/9C-12-000MEEJ-T/2207688"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F23CDT-ND","GL120F23CDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±30ppm","±20ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F23CDT/5229806"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F23CET-ND","GL120F23CET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±30ppm","±20ppm","20pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F23CET/5229807"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F33CDT-ND","GL120F33CDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F33CDT/5229810"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F33CET-ND","GL120F33CET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","20pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F33CET/5229811"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F35CDT-ND","GL120F35CDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F35CDT/5229814"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F35CET-ND","GL120F35CET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F35CET/5229815"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F35IDT-ND","GL120F35IDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","18pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F35IDT/5229816"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMGL-datasheet.pdf","-","GL120F35IET-ND","GL120F35IET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMGL","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US - 3 Lead","0.461"" L x 0.197"" W (11.70mm x 5.00mm)","0.169"" (4.30mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/GL120F35IET/5229817"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F23IDT-ND","LP120F23IDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±30ppm","±20ppm","18pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F23IDT/5230204"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F23IET-ND","LP120F23IET","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±30ppm","±20ppm","20pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F23IET/5230205"
"https://www.ctscorp.com/Files/DataSheets/Passives/FCP/Crystals/crystals-ATSSMLP-datasheet.pdf","-","LP120F33IDT-ND","LP120F33IDT","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.24746","0","1000","Tape & Reel (TR)","ATSSMLP","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.437"" L x 0.190"" W (11.10mm x 4.83mm)","0.126"" (3.20mm)","HC-49/US-SM","https://www.digikey.be/en/products/detail/cts-frequency-controls/LP120F33IDT/5230208"
