Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Color","Configuration","Lens Color","Lens Transparency","Millicandela Rating","Lens Style","Lens Size","Voltage - Forward (Vf) (Typ)","Current - Test","Viewing Angle","Mounting Type","Wavelength - Dominant","Wavelength - Peak","Features","Grade","Qualification","Package / Case","Supplier Device Package","Size / Dimension","Height (Max)","URL"
"https://look.ams-osram.com/m/6d031dca441ae767/original/LS-P47F.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6455/MFG_POINTLED-InGaN-Lx-P47F.jpg","475-LSP47F-U2AA-1-3A5A-30-R18-ZTR-ND,475-LSP47F-U2AA-1-3A5A-30-R18-ZCT-ND,475-LSP47F-U2AA-1-3A5A-30-R18-ZDKR-ND","LS P47F-U2AA-1-3A5A-30-R18-Z","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED POINTLED REV SMD","941","0.1939","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PointLED®","Active","Red","-","Colorless","Clear","980mcd","Round with Flat Top","1.60mm Dia","2.2V","30mA","120°","Surface Mount","633nm","645nm","-","-","-","2-SMD, Flat Leads","SMD","3.40mm L x 1.90mm W","0.88mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LS-P47F-U2AA-1-3A5A-30-R18-Z/10061137"
"https://look.ams-osram.com/m/6d031dca441ae767/original/LS-P47F.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6455/MFG_POINTLED-InGaN-Lx-P47F.jpg","475-LSP47F-U2AA-1-3A5A-30-R18F-ZTR-ND,475-LSP47F-U2AA-1-3A5A-30-R18F-ZCT-ND,475-LSP47F-U2AA-1-3A5A-30-R18F-ZDKR-ND","LS P47F-U2AA-1-3A5A-30-R18F-Z","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED CLEAR SMD","123","0.1939","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PointLED®","Active","Red","-","Colorless","Clear","980mcd","Round with Flat Top","1.60mm Dia","2.2V","30mA","120°","Surface Mount","633nm","645nm","-","-","-","2-SMD, Flat Leads","SMD","3.40mm L x 1.90mm W","0.88mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LS-P47F-U2AA-1-3A5A-30-R18F-Z/10474046"
"https://www.sunledusa.com/products/spec/XZMDK105S.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4697/MFG_XZMDK105S.jpg","1497-1165-2-ND,1497-1165-1-ND,1497-1165-6-ND","XZMDK105S","SunLED","SunLED","LED RED CLEAR SMD","714","0.1946","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","89mcd","Oval with Flat Top","2.50mm x 1.50mm","1.95V","20mA","125°","Surface Mount","630nm","645nm","-","-","-","2-SMD, J-Lead","SMD","2.70mm L x 2.00mm W","1.30mm","https://www.digikey.be/en/products/detail/sunled/XZMDK105S/4745788"
"https://downloads.cree-led.com/files/ds/h/HB-CLM4B-RKW-AKW.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/28/MFG_CLM4B-AKW-CWAXB263.jpg","CLM4B-RKW-CWBXBAA3TR-ND,CLM4B-RKW-CWBXBAA3CT-ND,CLM4B-RKW-CWBXBAA3DKR-ND","CLM4B-RKW-CWBXBAA3","Cree LED","Cree LED","LED RED CLEAR 4PLCC SMD","6.134","0.1953","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","2100mcd","Round with Flat Top","-","2.4V","50mA","-","Surface Mount","624nm","-","-","-","-","4-PLCC","4-PLCC","3.20mm L x 2.70mm W","2.05mm","https://www.digikey.be/en/products/detail/cree-led/CLM4B-RKW-CWBXBAA3/2341924"
"https://www.kingbrightusa.com/images/catalog/SPEC/APTR3216SURC.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6469/MFG_APTR3216SURC.jpg","754-APTR3216SURCTR-ND,754-APTR3216SURCCT-ND,754-APTR3216SURCDKR-ND","APTR3216SURC","Kingbright","Kingbright","3.2X1.6MM (1206) RED REVERSE MOU","712","0.1955","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Independent","Colorless","Clear","250mcd","Rectangle with Flat Top","1.60mm x 1.40mm","1.9V","20mA","140°","Surface Mount","630nm","645nm","-","-","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.15mm","https://www.digikey.be/en/products/detail/kingbright/APTR3216SURC/25807455"
"https://fscdn.rohm.com/en/products/databook/datasheet/opto/led/chip_mono/csl1901vw1-e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4383/CSL1901.jpg","846-CSL1901VW1TR-ND,846-CSL1901VW1CT-ND,846-CSL1901VW1DKR-ND","CSL1901VW1","Rohm Semiconductor","Rohm Semiconductor","LED RED DIFFUSED 0603 SMD","2.355","0.196","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","White","Diffused","4.8mcd","Rectangle with Flat Top","1.10mm x 0.80mm","1.8V","2mA","-","Surface Mount","630nm","-","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.65mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/CSL1901VW1/16685589"
"https://fscdn.rohm.com/en/products/databook/datasheet/opto/led/chip_mono/csl1901uw1-e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4383/CSL1901.jpg","846-CSL1901UW1TR-ND,846-CSL1901UW1CT-ND,846-CSL1901UW1DKR-ND","CSL1901UW1","Rohm Semiconductor","Rohm Semiconductor","LED RED DIFFUSED 0603 SMD","728","0.1963","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","White","Diffused","6mcd","Rectangle with Flat Top","1.10mm x 0.80mm","1.8V","2mA","-","Surface Mount","620nm","-","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.65mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/CSL1901UW1/16685590"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/812/HSMx-C130.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/431/Broadcom-HSMC-C130.jpg","516-HSMC-C130TR-ND,516-HSMC-C130CT-ND,516-HSMC-C130DKR-ND","HSMC-C130","Broadcom Limited","Broadcom Limited","LED RED DIFFUSED 0603 SMD","13.981","0.1969","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","White","Diffused","131mcd","Rectangle with Flat Top","1.15mm x 0.80mm","1.94V","20mA","110°","Surface Mount","626nm","635nm","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.35mm","https://www.digikey.be/en/products/detail/broadcom-limited/HSMC-C130/2220760"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/3701/B1811URO-20D000113U1930.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3984/Mfg_B1811xx.jpg","3147-B1811URO-20D000113U1930TR-ND,3147-B1811URO-20D000113U1930CT-ND,3147-B1811URO-20D000113U1930DKR-ND","B1811URO-20D000113U1930","Harvatek Corporation","Harvatek Corporation","LED RED DIFFUSED SMD","11.102","0.1969","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","Diffused","45mcd","Rectangle with Flat Top","1.00mm x 0.50mm","2V","20mA","100°, 130°","Surface Mount","631nm","639nm","-","-","-","0402 (1005 Metric)","-","1.00mm L x 0.50mm W","0.35mm","https://www.digikey.be/en/products/detail/harvatek-corporation/B1811URO-20D000113U1930/16573081"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4887/B1101USD-20C000633U1930.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_B1101NG--20C000133U1930.jpg","3147-B1101USD-20C000633U1930TR-ND,3147-B1101USD-20C000633U1930CT-ND,3147-B1101USD-20C000633U1930DKR-ND","B1101USD-20C000633U1930","Harvatek Corporation","Harvatek Corporation","LED RED CLEAR 1204 SMD","2.749","0.1969","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","Clear","180mcd","Rectangle with Domed Top","2.00mm Dia","2V","20mA","116°, 140°","Surface Mount","624nm","632nm","-","-","-","1204 (3210 Metric)","1204","3.20mm L x 1.00mm W","1.60mm","https://www.digikey.be/en/products/detail/harvatek-corporation/B1101USD-20C000633U1930/18997148"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4887/B1101USD-20C000733U1930.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_B1101NG--20C000133U1930.jpg","3147-B1101USD-20C000733U1930TR-ND,3147-B1101USD-20C000733U1930CT-ND,3147-B1101USD-20C000733U1930DKR-ND","B1101USD-20C000733U1930","Harvatek Corporation","Harvatek Corporation","LED RED CLEAR 1204 SMD","2.593","0.1969","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","Clear","71.5mcd","Rectangle with Domed Top","2.00mm Dia","2V","20mA","116°, 140°","Surface Mount","624nm","632nm","-","-","-","1204 (3210 Metric)","1204","3.20mm L x 1.00mm W","1.60mm","https://www.digikey.be/en/products/detail/harvatek-corporation/B1101USD-20C000733U1930/18997152"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/3642/B0221USD-02D000154U1930.pdf","-","3147-B0221USD-02D000154U1930TR-ND,3147-B0221USD-02D000154U1930CT-ND,3147-B0221USD-02D000154U1930DKR-ND","B0221USD-02D000154U1930","Harvatek Corporation","Harvatek Corporation","LED RED DIFFUSED 2SMD","2.319","0.1969","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","Diffused","7.15mcd","Rectangle with Flat Top","0.65mm x 0.38mm","1.8V","2mA","110°","Surface Mount","621nm","629nm","-","-","-","2-SMD, No Lead","2-SMD","0.65mm L x 0.38mm W","0.46mm","https://www.digikey.be/en/products/detail/harvatek-corporation/B0221USD-02D000154U1930/16563750"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/3477/B0221URO-02D000154U1930.pdf","-","3147-B0221URO-02D000154U1930TR-ND,3147-B0221URO-02D000154U1930CT-ND,3147-B0221URO-02D000154U1930DKR-ND","B0221URO-02D000154U1930","Harvatek Corporation","Harvatek Corporation","LED RED DIFFUSED 2SMD","2.183","0.1969","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","Diffused","11.25mcd","Rectangle with Flat Top","0.65mm x 0.38mm","2V","2mA","110°","Surface Mount","631nm","639nm","-","-","-","2-SMD, No Lead","2-SMD","0.65mm L x 0.38mm W","0.46mm","https://www.digikey.be/en/products/detail/harvatek-corporation/B0221URO-02D000154U1930/16563749"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4887/B1101URO-20C000133U1930.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_B1101NG--20C000133U1930.jpg","3147-B1101URO-20C000133U1930TR-ND,3147-B1101URO-20C000133U1930CT-ND,3147-B1101URO-20C000133U1930DKR-ND","B1101URO-20C000133U1930","Harvatek Corporation","Harvatek Corporation","LED RED CLEAR 1204 SMD","1.972","0.1969","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","Clear","71.5mcd","Rectangle with Domed Top","2.00mm Dia","2V","20mA","116°, 140°","Surface Mount","631nm","639nm","-","-","-","1204 (3210 Metric)","1204","3.20mm L x 1.00mm W","1.60mm","https://www.digikey.be/en/products/detail/harvatek-corporation/B1101URO-20C000133U1930/18997144"
"https://vcclite.com/wp-content/uploads/2019/05/LSM0805412V-Red-Datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/208/MFG_LSM0805412V.jpg","28-LSM0805412VTR-ND,28-LSM0805412VCT-ND,28-LSM0805412VDKR-ND","LSM0805412V","Visual Communications Company - VCC","Visual Communications Company - VCC","LED RED CLEAR 0805 SMD","51.601","0.1983","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","LSM0805","Active","Red","-","Colorless","Clear","100mcd","Rectangle with Flat Top","1.40mm x 1.20mm","2V","20mA","120°","Surface Mount","625nm","625nm","-","-","-","0805 (2012 Metric)","0805","2.00mm L x 1.25mm W","0.90mm","https://www.digikey.be/en/products/detail/visual-communications-company-vcc/LSM0805412V/10229616"
"https://optoelectronics.liteon.com/upload/download/DS22-2011-0144/LTST-B680QEKT.PDF","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7180/%7E160%7E2-PLCC%7E.jpg","160-LTST-B680QEKTTR-ND,160-LTST-B680QEKTCT-ND,160-LTST-B680QEKTDKR-ND","LTST-B680QEKT","Lite-On Inc.","LITEON","LED RED CLEAR SMD","3.490","0.1985","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","785mcd","Round with Flat Top","-","2.2V","20mA","120°","Surface Mount","624nm","631nm","-","-","-","2-PLCC","SMD","3.20mm L x 2.80mm W","1.90mm","https://www.digikey.be/en/products/detail/liteon/LTST-B680QEKT/3198685"
"https://downloads.cree-led.com/files/ds/h/HB-CLM3C-RKW-AKW.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7158/CLM3C-RKW-2-PLCC.jpg","90-CLM3C-RKW-CUAVBAA3TR-ND,90-CLM3C-RKW-CUAVBAA3CT-ND,90-CLM3C-RKW-CUAVBAA3DKR-ND","CLM3C-RKW-CUAVBAA3","Cree LED","Cree LED","LED RED DIFFUSED 2PLCC SMD","2.970","0.1989","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","White","Diffused","740mcd","Rectangle with Flat Top","-","2.1V","20mA","-","Surface Mount","624nm","-","-","-","-","2-SMD, J-Lead","2-PLCC","2.70mm L x 2.00mm W","1.40mm","https://www.digikey.be/en/products/detail/cree-led/CLM3C-RKW-CUAVBAA3/2681233"
"https://everlightamericas.com/index.php?controller=attachment&id_attachment=4159","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4328/MFG_EAST0603RA0.jpg","1080-EAST0603RA0TR-ND,1080-EAST0603RA0CT-ND,1080-EAST0603RA0DKR-ND","EAST0603RA0","Everlight Electronics Co Ltd","Everlight Electronics Co Ltd","LED RED DIFFUSED 2SMD","21.720","0.1989","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","-","Diffused","12.6mcd","Rectangle with Flat Top","0.65mm x 0.38mm","1.95V","2mA","120°","Surface Mount","626nm","632nm","-","-","-","2-SMD, No Lead","2-SMD","0.65mm L x 0.38mm W","0.45mm","https://www.digikey.be/en/products/detail/everlight-electronics-co-ltd/EAST0603RA0/10481795"
"https://www.qt-brightek.com/datasheet/QBLP651-S3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/MFG_QBLP651-S3.jpg","1516-QBLP651-S3TR-ND,1516-QBLP651-S3CT-ND,1516-QBLP651-S3DKR-ND","QBLP651-S3","QT Brightek (QTB)","QT Brightek (QTB)","1206D LED RED 640NM DOMINANT, 66","5.870","0.1999","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QBLP651","Active","Red","Standard","Colorless","Clear","90mcd","Round with Flat Top","1.10mm Dia","2V","20mA","40°","Surface Mount","640nm","660nm","-","-","-","1206 (3216 Metric)","1206","3.00mm L x 1.50mm W","1.50mm","https://www.digikey.be/en/products/detail/qt-brightek-qtb/QBLP651-S3/22106647"
"https://www.rohm.com/datasheet?p=SML-D13UW(A)&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/319/MFG_SML-D12x8%28C%29.jpg","846-SML-D13UWT86ATR-ND,846-SML-D13UWT86ACT-ND,846-SML-D13UWT86ADKR-ND","SML-D13UWT86A","Rohm Semiconductor","Rohm Semiconductor","LED RED 0603 SMD","2.433","0.2011","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML-D13x","Active","Red","-","White","-","85mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","-","Surface Mount","620nm","-","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.65mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-D13UWT86A/16582070"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5342/SML-210xT%2CSML-212xT%2CSML-212U2T%28A%29.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6336/846%7E2012%280805%29%7E%7E2.jpg","846-SML-212U2TT86ATR-ND,846-SML-212U2TT86ACT-ND,846-SML-212U2TT86ADKR-ND","SML-212U2TT86A","Rohm Semiconductor","Rohm Semiconductor","LED RED CLEAR 0805 SMD","3.429","0.2015","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML-21","Not For New Designs","Red","Standard","Colorless","Clear","140mcd","Rectangle with Flat Top","1.40mm x 1.25mm","2V","20mA","-","Surface Mount","615nm","-","-","-","-","0805 (2012 Metric)","2012 (0805)","2.00mm L x 1.25mm W","0.90mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-212U2TT86A/2337254"
"https://look.ams-osram.com/m/3bedf0d60c6ae019/original/LR-E6SF.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2494/FIG%204%2C%20GREEN%20HIGHLIGHT%201669%20TO53.jpg","475-LRE6SF-ABCA-1-1-ZTR-ND,475-LRE6SF-ABCA-1-1-ZCT-ND,475-LRE6SF-ABCA-1-1-ZDKR-ND","LR E6SF-ABCA-1-1-50-R18-Z","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED CLEAR 4PLCC SMD","52","0.2017","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Power TOPLED®","Active","Red","Standard","Colorless","Clear","2475mcd","Round with Flat Top","2.40mm Dia","2.15V","50mA","120°","Surface Mount","625nm","633nm","-","-","-","4-PLCC","4-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LR-E6SF-ABCA-1-1-50-R18-Z/2769091"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/3944/ASMT-CR00.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/704/HSME-C110.jpg","516-ASMT-CR00TR-ND,516-ASMT-CR00CT-ND,516-ASMT-CR00DKR-ND","ASMT-CR00","Broadcom Limited","Broadcom Limited","LED RED CLEAR CHIP SMD","435","0.2026","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Obsolete","Red","Standard","Colorless","Clear","90mcd","Rectangle with Domed Top","1.20mm x 0.50mm","1.9V","20mA","150°","Surface Mount","626nm","637nm","-","-","-","2-SMD, No Lead","Chip LED","1.60mm L x 1.00mm W","0.40mm","https://www.digikey.be/en/products/detail/broadcom-limited/ASMT-CR00/2672616"
"https://docs.broadcom.com/docs/HSMx-A10x-xxxxx-PLCC-2-SMT-LED-Indicator-DS","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2471/FIG%2026%20HIGHLIGHTED%20ORANGE%20T052%201579.jpg","516-HSMJ-A100-Q00J1TR-ND,516-HSMJ-A100-Q00J1CT-ND,516-HSMJ-A100-Q00J1DKR-ND","HSMJ-A100-Q00J1","Broadcom Limited","Broadcom Limited","LED RED CLEAR 2PLCC SMD","23.795","0.2038","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","100mcd","Round with Flat Top","2.20mm Dia","1.9V","20mA","120°","Surface Mount","615nm","621nm","-","-","-","2-PLCC","2-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/broadcom-limited/HSMJ-A100-Q00J1/2220796"
"http://www.stanley-components.com/php/downloaddatafile.php?rp=0,FKR1112H-TR_e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7208/MFG_1112H-Series.JPG","404-1270-2-ND,404-1270-1-ND,404-1270-6-ND","FKR1112H-TR","Stanley Electric Co","Stanley Electric Co","LED RED DIFFUSED 2125 SMD","1.069","0.2041","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","1112H","Active","Red","Standard","White","Diffused","275mcd","Rectangle with Flat Top","1.30mm x 1.25mm","2.1V","20mA","-","Surface Mount","623nm","638nm","-","-","-","0805 (2012 Metric)","2125","2.00mm L x 1.25mm W","0.90mm","https://www.digikey.be/en/products/detail/stanley-electric-co/FKR1112H-TR/6615582"
"https://www.sunledusa.com/products/spec/XZMDK53S-4.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4750/MFG_XZMDK53S-4.jpg","1497-XZMDK53S-4TR-ND,1497-XZMDK53S-4CT-ND,1497-XZMDK53S-4DKR-ND","XZMDK53S-4","SunLED","SunLED","LED RED CLEAR 0603 SMD","1.979","0.2041","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","Colorless","Clear","477mcd","Rectangle with Flat Top","1.40mm x 0.80mm","1.95V","20mA","120°","Surface Mount","630nm","645nm","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.70mm","https://www.digikey.be/en/products/detail/sunled/XZMDK53S-4/13559290"
"https://www.KingbrightUSA.com/images/catalog/SPEC/AA3021SURSK.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2494/AA3021QBCT%5ED.jpg","754-1526-2-ND,754-1526-1-ND,754-1526-6-ND","AA3021SURSK","Kingbright","Kingbright","LED RED CLEAR SMD","10.460","0.2043","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","90mcd","Oval with Flat Top","2.50mm x 1.50mm","1.95V","20mA","125°","Surface Mount","630nm","645nm","-","-","-","2-SMD, J-Lead","SMD","2.70mm L x 2.00mm W","1.50mm","https://www.digikey.be/en/products/detail/kingbright/AA3021SURSK/2438966"
"https://www.KingbrightUSA.com/images/catalog/SPEC/AM23ID-F.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2582/TO-236-3%20White.jpg","754-1635-2-ND,754-1635-1-ND,754-1635-6-ND","AM23ID-F","Kingbright","Kingbright","LED RED DIFFUSED SOT23-3 SMD","3.095","0.2049","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Red","Diffused","7mcd","Rectangle with Flat Top","3.00mm x 1.30mm","2V","20mA","140°","Surface Mount","617nm","627nm","-","-","-","TO-236-3, SC-59, SOT-23-3","SOT-23-3","3.00mm L x 1.30mm W","1.20mm","https://www.digikey.be/en/products/detail/kingbright/AM23ID-F/3084777"
"https://www.KingbrightUSA.com/images/catalog/SPEC/AM23EC-F.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2582/TO-236-3%20White.jpg","754-1632-2-ND,754-1632-1-ND,754-1632-6-ND","AM23EC-F","Kingbright","Kingbright","LED RED CLEAR SOT23-3 SMD","6.131","0.2049","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","5mcd","Rectangle with Flat Top","3.00mm x 1.30mm","2V","20mA","140°","Surface Mount","617nm","627nm","-","-","-","TO-236-3, SC-59, SOT-23-3","SOT-23-3","3.00mm L x 1.30mm W","1.20mm","https://www.digikey.be/en/products/detail/kingbright/AM23EC-F/3084775"
"https://www.rohm.com/datasheet?p=SML-D14U2W(A)&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/742/SML-D14xWT86A.jpg","SML-D14U2WT86ATR-ND,SML-D14U2WT86ACT-ND,SML-D14U2WT86ADKR-ND","SML-D14U2WT86A","Rohm Semiconductor","Rohm Semiconductor","LED RED CLEAR 1608 SMD","14.705","0.2061","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML-D14(A)","Active","Red","-","Colorless","Clear","160mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","-","Surface Mount","615nm","-","-","-","-","0603 (1608 Metric)","1608 (0603)","1.60mm L x 0.80mm W","0.65mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-D14U2WT86A/9448205"
"https://www.sunledusa.com/products/spec/XZMDKSR154W.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7171/MFG_XZMDKSR154W.jpg","1497-XZMDKSR154WTR-ND,1497-XZMDKSR154WCT-ND,1497-XZMDKSR154WDKR-ND","XZMDKSR154W","SunLED","SunLED","0.45X0.25MM RED SMD 01005 LED","2.772","0.2061","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","NanoPoint-01005","Active","Red","Independent","Colorless","Clear","103mcd","Rectangle with Flat Top","0.46mm x 0.25mm","2V","10mA","140°","Surface Mount","631nm","639nm","-","-","-","2-SMD, No Lead","2-SMD","0.45mm L x 0.25mm W","0.25mm","https://www.digikey.be/en/products/detail/sunled/XZMDKSR154W/27348112"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/406/LS_E6SF_v1.2_10-2-13.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2494/FIG%204%2C%20GREEN%20HIGHLIGHT%201669%20TO53.jpg","475-LSE6SF-V2BA-1-1-ZTR-ND,475-LSE6SF-V2BA-1-1-ZCT-ND,475-LSE6SF-V2BA-1-1-ZDKR-ND","LS E6SF-V2BA-1-1-Z","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED CLEAR 4PLCC SMD","24.045","0.2075","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Power TOPLED®","Active","Red","Standard","Colorless","Clear","1570mcd","Round with Flat Top","2.40mm Dia","2.15V","50mA","120°","Surface Mount","633nm","645nm","-","-","-","4-PLCC","4-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LS-E6SF-V2BA-1-1-Z/1739252"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5342/SML-210xT%2CSML-212xT%2CSML-212U2T%28A%29.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6336/846%7E2012%280805%29%7E%7E2.jpg","846-SML-211UTT86TR-ND,846-SML-211UTT86CT-ND,846-SML-211UTT86DKR-ND","SML-211UTT86","Rohm Semiconductor","Rohm Semiconductor","LED RED CLEAR 2012 SMD","40.987","0.2084","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML-21","Not For New Designs","Red","Standard","Colorless","Clear","2.5mcd","Rectangle with Flat Top","1.40mm x 1.25mm","1.8V","2mA","-","Surface Mount","620nm","-","-","-","-","0805 (2012 Metric)","2012 (0805)","2.00mm L x 1.25mm W","0.90mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-211UTT86/637020"
